D3C,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
2019-01-01,2,Grande Região,24,Cabeças,37047182.0,3,Sudeste,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,2,Grande Região,24,Cabeças,37446512.0,3,Sudeste,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,2,Grande Região,24,Cabeças,38461833.0,3,Sudeste,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,2,Grande Região,24,Cabeças,20762728.0,4,Sul,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,2,Grande Região,24,Cabeças,21668817.0,4,Sul,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,2,Grande Região,24,Cabeças,22199367.0,4,Sul,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,2,Grande Região,24,Cabeças,21981760.0,4,Sul,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,2,Grande Região,24,Cabeças,21021042.0,4,Sul,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,2,Grande Região,24,Cabeças,21159519.0,4,Sul,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,2,Grande Região,24,Cabeças,24609025.0,4,Sul,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,2,Grande Região,24,Cabeças,24838306.0,4,Sul,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,2,Grande Região,24,Cabeças,24803652.0,4,Sul,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,2,Grande Região,24,Cabeças,24430982.0,4,Sul,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,2,Grande Região,24,Cabeças,24272484.0,4,Sul,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,2,Grande Região,24,Cabeças,24387197.0,4,Sul,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,2,Grande Região,24,Cabeças,25083217.0,4,Sul,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,2,Grande Região,24,Cabeças,25198501.0,4,Sul,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,2,Grande Região,24,Cabeças,25262400.0,4,Sul,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,2,Grande Região,24,Cabeças,25405888.0,4,Sul,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,2,Grande Região,24,Cabeças,25325979.0,4,Sul,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,2,Grande Região,24,Cabeças,25272150.0,4,Sul,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,2,Grande Região,24,Cabeças,25451315.0,4,Sul,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,2,Grande Região,24,Cabeças,25727020.0,4,Sul,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,2,Grande Região,24,Cabeças,26428553.0,4,Sul,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,2,Grande Região,24,Cabeças,26641412.0,4,Sul,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,2,Grande Região,24,Cabeças,26420652.0,4,Sul,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,2,Grande Região,24,Cabeças,26683421.0,4,Sul,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,2,Grande Região,24,Cabeças,26599844.0,4,Sul,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,2,Grande Região,24,Cabeças,26189653.0,4,Sul,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,2,Grande Região,24,Cabeças,26297970.0,4,Sul,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,2,Grande Região,24,Cabeças,26784435.0,4,Sul,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,2,Grande Região,24,Cabeças,27537047.0,4,Sul,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,2,Grande Região,24,Cabeças,28030117.0,4,Sul,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,2,Grande Região,24,Cabeças,28211275.0,4,Sul,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,2,Grande Região,24,Cabeças,27770006.0,4,Sul,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,2,Grande Região,24,Cabeças,27200207.0,4,Sul,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,2,Grande Região,24,Cabeças,26500261.0,4,Sul,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,2,Grande Região,24,Cabeças,27585507.0,4,Sul,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,2,Grande Região,24,Cabeças,27904576.0,4,Sul,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,2,Grande Região,24,Cabeças,27866349.0,4,Sul,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,2,Grande Região,24,Cabeças,27993205.0,4,Sul,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,2,Grande Região,24,Cabeças,27627551.0,4,Sul,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,2,Grande Região,24,Cabeças,27634241.0,4,Sul,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,2,Grande Região,24,Cabeças,27424461.0,4,Sul,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,2,Grande Região,24,Cabeças,27434523.0,4,Sul,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,2,Grande Região,24,Cabeças,27577786.0,4,Sul,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,2,Grande Região,24,Cabeças,27026122.0,4,Sul,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,2,Grande Região,24,Cabeças,26121702.0,4,Sul,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,2,Grande Região,24,Cabeças,25393333.0,4,Sul,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,2,Grande Região,24,Cabeças,24120721.0,4,Sul,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,2,Grande Região,24,Cabeças,23682727.0,4,Sul,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,2,Grande Região,24,Cabeças,22891826.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,2,Grande Região,24,Cabeças,24866401.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,2,Grande Região,24,Cabeças,26599661.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,2,Grande Região,24,Cabeças,27030340.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,2,Grande Região,24,Cabeças,27821583.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,2,Grande Região,24,Cabeças,29589606.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,2,Grande Região,24,Cabeças,33673256.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,2,Grande Região,24,Cabeças,35598331.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,2,Grande Região,24,Cabeças,36676747.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,2,Grande Região,24,Cabeças,38606631.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,2,Grande Região,24,Cabeças,40754797.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,2,Grande Região,24,Cabeças,41126487.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,2,Grande Região,24,Cabeças,41939082.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,2,Grande Região,24,Cabeças,43962391.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,2,Grande Região,24,Cabeças,45576122.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,2,Grande Região,24,Cabeças,43408874.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,2,Grande Região,24,Cabeças,45945934.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,2,Grande Região,24,Cabeças,48109039.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,2,Grande Região,24,Cabeças,48788007.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,2,Grande Região,24,Cabeças,52186481.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,2,Grande Região,24,Cabeças,53419853.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,2,Grande Região,24,Cabeças,55061299.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,2,Grande Região,24,Cabeças,53398488.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,2,Grande Região,24,Cabeças,54626557.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,2,Grande Região,24,Cabeças,56401545.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,2,Grande Região,24,Cabeças,57226833.0,5,Centro-Oeste,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,2,Grande Região,24,Cabeças,59641301.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,2,Grande Região,24,Cabeças,61787299.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,2,Grande Região,24,Cabeças,65567223.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,2,Grande Região,24,Cabeças,69888635.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,2,Grande Região,24,Cabeças,71168853.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,2,Grande Região,24,Cabeças,71984504.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,2,Grande Região,24,Cabeças,70535922.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,2,Grande Região,24,Cabeças,68088112.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,2,Grande Região,24,Cabeças,68929795.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,2,Grande Região,24,Cabeças,70659695.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,2,Grande Região,24,Cabeças,72559996.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,2,Grande Região,24,Cabeças,72662219.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,2,Grande Região,24,Cabeças,72385029.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,2,Grande Região,24,Cabeças,71124329.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,2,Grande Região,24,Cabeças,71234141.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,2,Grande Região,24,Cabeças,72705736.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,2,Grande Região,24,Cabeças,75112421.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,2,Grande Região,24,Cabeças,74128217.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,2,Grande Região,24,Cabeças,73838407.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,2,Grande Região,24,Cabeças,73970616.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,2,Grande Região,24,Cabeças,75075950.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,2,Grande Região,24,Cabeças,75413186.0,5,Centro-Oeste,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,129095.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,142737.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,206657.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,239178.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,250440.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,256858.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,296300.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,351640.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,432623.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,475883.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,523471.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,977046.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,1190229.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,1518754.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,1811758.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,2173104.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,2399567.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,2459892.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,2585780.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,2724928.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,2860613.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,2995298.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,3101316.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,3178715.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,3321719.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,3513113.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,3654238.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,3845706.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,4054996.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,4202233.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,4421777.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,4613594.0,1101,Madeira-Guaporé - RO,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,1589602.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,2683666.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,2567239.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,3046934.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,3219079.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,3671169.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,3640991.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,3979292.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,4671610.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,4965851.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,5140849.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,5627988.0,1102,Leste Rondoniense - RO,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
